ExternalReferenceNumber,PaymentDistributionReference,SendingAccount,ReceivingAccount,CreateDateTime,EffectiveDate,ReceiveDateTime,Amount
TRN02020705,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000203,7040610000204,11/10/2023,12/10/2023,13/10/2023,2253
TRN02020706,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000204,7040610000205,12/10/2023,13/10/2023,14/10/2023,2440
TRN02020707,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000205,7040610000206,13/10/2023,14/10/2023,15/10/2023,844
TRN02020708,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000206,7040610000207,14/10/2023,15/10/2023,16/10/2023,2525
TRN02020709,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000207,7040610000208,15/10/2023,16/10/2023,17/10/2023,1836
TRN02020710,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000208,7040610000209,16/10/2023,17/10/2023,18/10/2023,1215
TRN02020711,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000209,7040610000210,17/10/2023,18/10/2023,19/10/2023,2716
TRN02020712,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000210,7040610000211,18/10/2023,19/10/2023,20/10/2023,2461
TRN02020713,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000211,7040610000212,19/10/2023,20/10/2023,21/10/2023,2750
TRN02020714,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000212,7040610000213,20/10/2023,21/10/2023,22/10/2023,2785
TRN02020715,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000213,7040610000214,21/10/2023,22/10/2023,23/10/2023,1741
TRN02020716,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000214,7040610000215,22/10/2023,23/10/2023,24/10/2023,1299
TRN02020717,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000215,7040610000216,23/10/2023,24/10/2023,25/10/2023,1568
TRN02020718,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000216,7040610000217,24/10/2023,25/10/2023,26/10/2023,3201
TRN02020719,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000217,7040610000218,17/10/2023,18/10/2023,19/10/2023,605
TRN02020720,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000218,7040610000219,18/10/2023,19/10/2023,20/10/2023,1186
TRN02020721,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000219,7040610000220,19/10/2023,20/10/2023,21/10/2023,811
TRN02020722,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000220,7040610000221,20/10/2023,21/10/2023,22/10/2023,2647
TRN02020723,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000221,7040610000222,21/10/2023,22/10/2023,23/10/2023,134
TRN02020724,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000222,7040610000223,22/10/2023,23/10/2023,24/10/2023,1616
TRN02020725,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000223,7040610000224,23/10/2023,24/10/2023,25/10/2023,1775
TRN02020726,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000224,7040610000225,24/10/2023,25/10/2023,26/10/2023,2703
TRN02020727,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000225,7040610000226,25/10/2023,26/10/2023,27/10/2023,2675
TRN02020728,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000226,7040610000227,26/10/2023,27/10/2023,28/10/2023,674
TRN02020729,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000227,7040610000228,27/10/2023,28/10/2023,29/10/2023,1604
TRN02020730,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000228,7040610000229,28/10/2023,29/10/2023,30/10/2023,2556
TRN02020731,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000229,7040610000230,29/10/2023,30/10/2023,31/10/2023,2414
TRN02020732,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000230,7040610000231,30/10/2023,31/10/2023,01/11/2023,953
TRN02020733,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000231,7040610000232,31/10/2023,01/11/2023,02/11/2023,2718
TRN02020734,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000232,7040610000233,01/11/2023,02/11/2023,03/11/2023,1245
TRN02020735,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000233,7040610000234,02/11/2023,03/11/2023,04/11/2023,2612
TRN02020736,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000234,7040610000235,03/11/2023,04/11/2023,05/11/2023,1932
TRN02020737,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000235,7040610000236,04/11/2023,05/11/2023,06/11/2023,2999
TRN02020738,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000236,7040610000237,05/11/2023,06/11/2023,07/11/2023,1246
TRN02020739,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000237,7040610000238,06/11/2023,07/11/2023,08/11/2023,337
TRN02020740,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000238,7040610000239,07/11/2023,08/11/2023,09/11/2023,3159
TRN02020741,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000239,7040610000240,08/11/2023,09/11/2023,10/11/2023,1380
TRN02020742,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000240,7040610000241,09/11/2023,10/11/2023,11/11/2023,86
TRN02020743,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000241,7040610000242,17/10/2023,18/10/2023,19/10/2023,2337
TRN02020744,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000242,7040610000243,18/10/2023,19/10/2023,20/10/2023,997
TRN02020745,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000243,7040610000244,19/10/2023,20/10/2023,21/10/2023,3180
TRN02020746,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000244,7040610000245,20/10/2023,21/10/2023,22/10/2023,35
TRN02020747,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000245,7040610000246,21/10/2023,22/10/2023,23/10/2023,499
TRN02020748,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000246,7040610000247,22/10/2023,23/10/2023,24/10/2023,878
TRN02020749,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000247,7040610000248,23/10/2023,24/10/2023,25/10/2023,1618
TRN02020750,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000248,7040610000249,24/10/2023,25/10/2023,26/10/2023,2345
TRN02020751,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000249,7040610000250,25/10/2023,26/10/2023,27/10/2023,1790
TRN02020752,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000250,7040610000251,26/10/2023,27/10/2023,28/10/2023,2452
TRN02020753,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000251,7040610000252,27/10/2023,28/10/2023,29/10/2023,344
TRN02020754,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000252,7040610000253,28/10/2023,29/10/2023,30/10/2023,2355
TRN02020755,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000253,7040610000254,29/10/2023,30/10/2023,31/10/2023,2800
TRN02020756,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000254,7040610000255,30/10/2023,31/10/2023,01/11/2023,1258
TRN02020757,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000255,7040610000256,31/10/2023,01/11/2023,02/11/2023,447
TRN02020758,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000256,7040610000257,01/11/2023,02/11/2023,03/11/2023,1855
TRN02020759,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000257,7040610000258,02/11/2023,03/11/2023,04/11/2023,1613
TRN02020760,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000258,7040610000259,03/11/2023,04/11/2023,05/11/2023,787
TRN02020761,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000259,7040610000260,04/11/2023,05/11/2023,06/11/2023,1410
TRN02020762,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000260,7040610000261,05/11/2023,06/11/2023,07/11/2023,1744
TRN02020763,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000261,7040610000262,06/11/2023,07/11/2023,08/11/2023,1368
TRN02020764,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000262,7040610000263,07/11/2023,08/11/2023,09/11/2023,567
TRN02020765,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000263,7040610000264,08/11/2023,09/11/2023,10/11/2023,1015
TRN02020766,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000264,7040610000265,09/11/2023,10/11/2023,11/11/2023,2379
TRN02020767,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000265,7040610000266,10/11/2023,11/11/2023,12/11/2023,2653
TRN02020768,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000266,7040610000267,11/11/2023,12/11/2023,13/11/2023,1354
TRN02020769,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000267,7040610000268,12/11/2023,13/11/2023,14/11/2023,2976
TRN02020770,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000268,7040610000269,13/11/2023,14/11/2023,15/11/2023,1934
TRN02020771,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000269,7040610000270,14/11/2023,15/11/2023,16/11/2023,1410
TRN02020772,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000270,7040610000271,15/11/2023,16/11/2023,17/11/2023,1192
TRN02020773,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000271,7040610000272,16/11/2023,17/11/2023,18/11/2023,2360
TRN02020774,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000272,7040610000273,17/11/2023,18/11/2023,19/11/2023,515
TRN02020775,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000273,7040610000274,18/11/2023,19/11/2023,20/11/2023,564
TRN02020776,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000274,7040610000275,19/11/2023,20/11/2023,21/11/2023,2749
TRN02020777,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000275,7040610000276,20/11/2023,21/11/2023,22/11/2023,1235
TRN02020778,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000276,7040610000277,21/11/2023,22/11/2023,23/11/2023,1241
TRN02020779,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000277,7040610000278,22/11/2023,23/11/2023,24/11/2023,1565
TRN02020780,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000278,7040610000279,23/11/2023,24/11/2023,25/11/2023,1778
TRN02020781,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000279,7040610000280,24/11/2023,25/11/2023,26/11/2023,2964
TRN02020782,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000280,7040610000281,25/11/2023,26/11/2023,27/11/2023,2391
TRN02020783,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000281,7040610000282,26/11/2023,27/11/2023,28/11/2023,918
TRN02020784,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000282,7040610000283,27/11/2023,28/11/2023,29/11/2023,1935
TRN02020785,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000283,7040610000284,28/11/2023,29/11/2023,30/11/2023,545
TRN02020786,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000284,7040610000285,29/11/2023,30/11/2023,01/12/2023,2121
TRN02020787,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000285,7040610000286,17/10/2023,18/10/2023,19/10/2023,2750
TRN02020788,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000286,7040610000287,18/10/2023,19/10/2023,20/10/2023,3190
TRN02020789,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000287,7040610000288,19/10/2023,20/10/2023,21/10/2023,1177
TRN02020790,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000288,7040610000289,20/10/2023,21/10/2023,22/10/2023,895
TRN02020791,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000289,7040610000290,21/10/2023,22/10/2023,23/10/2023,2445
TRN02020792,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000290,7040610000291,22/10/2023,23/10/2023,24/10/2023,1679
TRN02020793,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000291,7040610000292,23/10/2023,24/10/2023,25/10/2023,1678
TRN02020794,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000292,7040610000293,24/10/2023,25/10/2023,26/10/2023,2008
TRN02020795,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000293,7040610000294,25/10/2023,26/10/2023,27/10/2023,1766
TRN02020796,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000294,7040610000295,26/10/2023,27/10/2023,28/10/2023,2748
TRN02020797,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000295,7040610000296,27/10/2023,28/10/2023,29/10/2023,820
TRN02020798,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000296,7040610000297,28/10/2023,29/10/2023,30/10/2023,1077
TRN02020799,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000297,7040610000298,29/10/2023,30/10/2023,31/10/2023,156
TRN02020800,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000298,7040600750874,30/10/2023,31/10/2023,01/11/2023,1682
TRN02020801,27693e22-5afe-e611-bf4b-005056ba26fc,7040600750874,7040610000000,31/10/2023,01/11/2023,02/11/2023,267
TRN02020802,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000000,7040610000001,01/11/2023,02/11/2023,03/11/2023,1127
TRN02020803,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000001,7040610000002,02/11/2023,03/11/2023,04/11/2023,498
TRN02020804,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000002,7040610000003,03/11/2023,04/11/2023,05/11/2023,1787
TRN02020805,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000003,7040610000004,04/11/2023,05/11/2023,06/11/2023,361
TRN02020806,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000004,7040610000005,05/11/2023,06/11/2023,07/11/2023,1014
TRN02020807,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000005,7040610000006,06/11/2023,07/11/2023,08/11/2023,1411
TRN02020808,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000006,7040610000007,07/11/2023,08/11/2023,09/11/2023,1816
TRN02020809,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000007,7040610000008,08/11/2023,09/11/2023,10/11/2023,1380
TRN02020810,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000008,7040610000009,09/11/2023,10/11/2023,11/11/2023,2120
TRN02020811,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000009,7040610000010,10/11/2023,11/11/2023,12/11/2023,1177
TRN02020812,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000010,7040610000011,11/11/2023,12/11/2023,13/11/2023,657
TRN02020813,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000011,7040610000012,12/11/2023,13/11/2023,14/11/2023,230
TRN02020814,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000012,7040610000013,13/11/2023,14/11/2023,15/11/2023,1528
TRN02020815,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000013,7040610000014,14/11/2023,15/11/2023,16/11/2023,1145
TRN02020816,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000014,7040610000015,15/11/2023,16/11/2023,17/11/2023,2145
TRN02020817,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000015,7040610000016,16/11/2023,17/11/2023,18/11/2023,1904
TRN02020818,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000016,7040610000017,17/11/2023,18/11/2023,19/11/2023,363
TRN02020819,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000017,7040610000018,18/11/2023,19/11/2023,20/11/2023,2126
TRN02020820,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000018,7040610000019,19/11/2023,20/11/2023,21/11/2023,1930
TRN02020821,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000019,7040610000020,20/11/2023,21/11/2023,22/11/2023,2174
TRN02020822,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000020,7040610000021,21/11/2023,22/11/2023,23/11/2023,834
TRN02020823,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000021,7040610000022,22/11/2023,23/11/2023,24/11/2023,2679
TRN02020824,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000022,7040610000023,23/11/2023,24/11/2023,25/11/2023,2281
TRN02020825,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000023,7040610000024,24/11/2023,25/11/2023,26/11/2023,2623
TRN02020826,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000024,7040610000025,25/11/2023,26/11/2023,27/11/2023,106
TRN02020827,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000025,7040610000026,26/11/2023,27/11/2023,28/11/2023,2696
TRN02020828,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000026,7040610000027,27/11/2023,28/11/2023,29/11/2023,890
TRN02020829,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000027,7040610000028,28/11/2023,29/11/2023,30/11/2023,1355
TRN02020830,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000028,7040610000029,29/11/2023,30/11/2023,01/12/2023,1830
TRN02020831,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000029,7040610000030,30/11/2023,01/12/2023,02/12/2023,2058
TRN02020832,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000030,7040610000031,01/12/2023,02/12/2023,03/12/2023,174
TRN02020833,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000031,7040610000032,02/12/2023,03/12/2023,04/12/2023,977
TRN02020834,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000032,7040610000033,03/12/2023,04/12/2023,05/12/2023,2677
TRN02020835,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000033,7040610000034,04/12/2023,05/12/2023,06/12/2023,1547
TRN02020836,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000034,7040610000035,05/12/2023,06/12/2023,07/12/2023,2878
TRN02020837,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000035,7040610000036,17/10/2023,18/10/2023,19/10/2023,923
TRN02020838,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000036,7040610000037,18/10/2023,19/10/2023,20/10/2023,757
TRN02020839,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000037,7040610000038,19/10/2023,20/10/2023,21/10/2023,2180
TRN02020840,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000038,7040610000039,20/10/2023,21/10/2023,22/10/2023,948
TRN02020841,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000039,7040610000040,21/10/2023,22/10/2023,23/10/2023,2922
TRN02020842,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000040,7040610000041,22/10/2023,23/10/2023,24/10/2023,830
TRN02020843,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000041,7040610000042,23/10/2023,24/10/2023,25/10/2023,404
TRN02020844,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000042,7040610000043,24/10/2023,25/10/2023,26/10/2023,1523
TRN02020845,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000043,7040610000044,25/10/2023,26/10/2023,27/10/2023,2132
TRN02020846,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000044,7040610000045,26/10/2023,27/10/2023,28/10/2023,1895
TRN02020847,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000045,7040610000046,27/10/2023,28/10/2023,29/10/2023,2140
TRN02020848,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000046,7040610000047,28/10/2023,29/10/2023,30/10/2023,3216
TRN02020849,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000047,7040610000048,29/10/2023,30/10/2023,31/10/2023,1251
TRN02020850,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000048,7040610000049,30/10/2023,31/10/2023,01/11/2023,741
TRN02020851,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000049,7040610000050,31/10/2023,01/11/2023,02/11/2023,2648
TRN02020852,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000050,7040610000051,01/11/2023,02/11/2023,03/11/2023,1324
TRN02020853,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000051,7040610000052,02/11/2023,03/11/2023,04/11/2023,2173
TRN02020854,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000052,7040610000053,03/11/2023,04/11/2023,05/11/2023,979
TRN02020855,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000053,7040610000054,04/11/2023,05/11/2023,06/11/2023,751
TRN02020856,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000054,7040610000055,05/11/2023,06/11/2023,07/11/2023,1742
TRN02020857,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000055,7040610000056,06/11/2023,07/11/2023,08/11/2023,408
TRN02020858,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000056,7040610000057,07/11/2023,08/11/2023,09/11/2023,3073
TRN02020859,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000057,7040610000058,08/11/2023,09/11/2023,10/11/2023,201
TRN02020860,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000058,7040610000059,09/11/2023,10/11/2023,11/11/2023,1135
TRN02020861,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000059,7040610000060,10/11/2023,11/11/2023,12/11/2023,1162
TRN02020862,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000060,7040610000061,11/11/2023,12/11/2023,13/11/2023,3074
TRN02020863,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000061,7040610000062,12/11/2023,13/11/2023,14/11/2023,2412
TRN02020864,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000062,7040610000063,13/11/2023,14/11/2023,15/11/2023,366
TRN02020865,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000063,7040610000064,14/11/2023,15/11/2023,16/11/2023,1243
TRN02020866,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000064,7040610000065,15/11/2023,16/11/2023,17/11/2023,3211
TRN02020867,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000065,7040610000066,16/11/2023,17/11/2023,18/11/2023,2469
TRN02020868,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000066,7040610000067,17/11/2023,18/11/2023,19/11/2023,2833
TRN02020869,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000067,7040610000068,18/11/2023,19/11/2023,20/11/2023,1116
TRN02020870,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000068,7040610000069,19/11/2023,20/11/2023,21/11/2023,1674
TRN02020871,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000069,7040610000070,20/11/2023,21/11/2023,22/11/2023,1311
TRN02020872,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000070,7040610000071,21/11/2023,22/11/2023,23/11/2023,1566
TRN02020873,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000071,7040610000072,22/11/2023,23/11/2023,24/11/2023,408
TRN02020874,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000072,7040610000073,23/11/2023,24/11/2023,25/11/2023,1269
TRN02020875,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000073,7040610000074,24/11/2023,25/11/2023,26/11/2023,3208
TRN02020876,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000074,7040610000075,25/11/2023,26/11/2023,27/11/2023,2963
TRN02020877,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000075,7040610000076,26/11/2023,27/11/2023,28/11/2023,583
TRN02020878,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000076,7040610000077,27/11/2023,28/11/2023,29/11/2023,145
TRN02020879,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000077,7040610000078,28/11/2023,29/11/2023,30/11/2023,1521
TRN02020880,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000078,7040610000079,29/11/2023,30/11/2023,01/12/2023,1060
TRN02020881,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000079,7040610000080,30/11/2023,01/12/2023,02/12/2023,2821
TRN02020882,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000080,7040610000081,01/12/2023,02/12/2023,03/12/2023,2889
TRN02020883,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000081,7040610000082,02/12/2023,03/12/2023,04/12/2023,2257
TRN02020884,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000082,7040610000083,03/12/2023,04/12/2023,05/12/2023,201
TRN02020885,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000083,7040610000084,04/12/2023,05/12/2023,06/12/2023,380
TRN02020886,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000084,7040610000085,05/12/2023,06/12/2023,07/12/2023,1444
TRN02020887,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000085,7040610000086,17/10/2023,18/10/2023,19/10/2023,1694
TRN02020888,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000086,7040610000087,18/10/2023,19/10/2023,20/10/2023,2553
TRN02020889,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000087,7040610000088,19/10/2023,20/10/2023,21/10/2023,3060
TRN02020890,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000088,7040610000089,20/10/2023,21/10/2023,22/10/2023,3014
TRN02020891,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000089,7040610000090,21/10/2023,22/10/2023,23/10/2023,835
TRN02020892,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000090,7040610000091,22/10/2023,23/10/2023,24/10/2023,2561
TRN02020893,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000091,7040610000092,23/10/2023,24/10/2023,25/10/2023,2404
TRN02020894,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000092,7040610000093,24/10/2023,25/10/2023,26/10/2023,735
TRN02020895,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000093,7040610000094,25/10/2023,26/10/2023,27/10/2023,1146
TRN02020896,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000094,7040610000095,26/10/2023,27/10/2023,28/10/2023,217
TRN02020897,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000095,7040610000096,27/10/2023,28/10/2023,29/10/2023,3102
TRN02020898,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000096,7040610000097,28/10/2023,29/10/2023,30/10/2023,1459
TRN02020899,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000097,7040610000098,29/10/2023,30/10/2023,31/10/2023,727
TRN02020900,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000098,7040610000099,30/10/2023,31/10/2023,01/11/2023,2403
TRN02020901,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000099,7040610000100,31/10/2023,01/11/2023,02/11/2023,379
TRN02020902,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000100,7040610000101,01/11/2023,02/11/2023,03/11/2023,726
TRN02020903,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000101,7040610000102,02/11/2023,03/11/2023,04/11/2023,1964
TRN02020904,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000102,7040610000103,03/11/2023,04/11/2023,05/11/2023,2271
TRN02020905,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000103,7040610000104,04/11/2023,05/11/2023,06/11/2023,1742
TRN02020906,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000104,7040610000105,05/11/2023,06/11/2023,07/11/2023,923
TRN02020907,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000105,7040610000106,06/11/2023,07/11/2023,08/11/2023,349
TRN02020908,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000106,7040610000107,07/11/2023,08/11/2023,09/11/2023,727
TRN02020909,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000107,7040610000108,08/11/2023,09/11/2023,10/11/2023,2013
